"dataset","variable","occurrence_count","status","determination","rule","evidence_source","caveat","official_descriptions","implementation"
"CENSUS","SALP",1,"populated","populated_official_geography","Assign an official geography code for the field's reference year, consistent with spine state where the classification permits; apply age and employment structural codes to conditional fields.","Official ABS ASGS ArcGIS services recorded in inst/extdata/codeframes/census-geography-sources.csv, lga.tsv, ireg.tsv, and phn.tsv","The codes are official, but assignment within state and historical movement or workplace location is synthetic and not population-calibrated.","Suburbs and localities (ur)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","SED22D",1,"populated","populated_official_geography","Assign an official geography code for the field's reference year, consistent with spine state where the classification permits; apply age and employment structural codes to conditional fields.","Official ABS ASGS ArcGIS services recorded in inst/extdata/codeframes/census-geography-sources.csv, lga.tsv, ireg.tsv, and phn.tsv","The codes are official, but assignment within state and historical movement or workplace location is synthetic and not population-calibrated.","State electoral divisions (2022 boundaries) (en)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","SEDD",1,"populated","populated_official_geography","Assign an official geography code for the field's reference year, consistent with spine state where the classification permits; apply age and employment structural codes to conditional fields.","Official ABS ASGS ArcGIS services recorded in inst/extdata/codeframes/census-geography-sources.csv, lga.tsv, ireg.tsv, and phn.tsv","The codes are official, but assignment within state and historical movement or workplace location is synthetic and not population-calibrated.","State electoral divisions (2021 boundaries) (en)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","SEDP",1,"populated","populated_official_geography","Assign an official geography code for the field's reference year, consistent with spine state where the classification permits; apply age and employment structural codes to conditional fields.","Official ABS ASGS ArcGIS services recorded in inst/extdata/codeframes/census-geography-sources.csv, lga.tsv, ireg.tsv, and phn.tsv","The codes are official, but assignment within state and historical movement or workplace location is synthetic and not population-calibrated.","State electoral divisions (2021 boundaries) (ur)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","SEDP22",1,"populated","populated_official_geography","Assign an official geography code for the field's reference year, consistent with spine state where the classification permits; apply age and employment structural codes to conditional fields.","Official ABS ASGS ArcGIS services recorded in inst/extdata/codeframes/census-geography-sources.csv, lga.tsv, ireg.tsv, and phn.tsv","The codes are official, but assignment within state and historical movement or workplace location is synthetic and not population-calibrated.","State electoral divisions (2022 boundaries) (ur)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","SIEMP",2,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/income-and-work/status-employment-siemp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Status in Employment | Status in employment","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","SLPP",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter9202011 | https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter9202016 | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/household-and-families/sex-lone-parent-slpp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Sex of Lone Parent | Sex of lone parent","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","SOSD",1,"populated","populated_official_geography","Assign an official geography code for the field's reference year, consistent with spine state where the classification permits; apply age and employment structural codes to conditional fields.","Official ABS ASGS ArcGIS services recorded in inst/extdata/codeframes/census-geography-sources.csv, lga.tsv, ireg.tsv, and phn.tsv","The codes are official, but assignment within state and historical movement or workplace location is synthetic and not population-calibrated.","Section of state (en)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","SOSP",1,"populated","populated_official_geography","Assign an official geography code for the field's reference year, consistent with spine state where the classification permits; apply age and employment structural codes to conditional fields.","Official ABS ASGS ArcGIS services recorded in inst/extdata/codeframes/census-geography-sources.csv, lga.tsv, ireg.tsv, and phn.tsv","The codes are official, but assignment within state and historical movement or workplace location is synthetic and not population-calibrated.","Section of state (ur)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","SOSRD",1,"populated","populated_official_geography","Assign an official geography code for the field's reference year, consistent with spine state where the classification permits; apply age and employment structural codes to conditional fields.","Official ABS ASGS ArcGIS services recorded in inst/extdata/codeframes/census-geography-sources.csv, lga.tsv, ireg.tsv, and phn.tsv","The codes are official, but assignment within state and historical movement or workplace location is synthetic and not population-calibrated.","Section of state range (en)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","SOSRP",1,"populated","populated_official_geography","Assign an official geography code for the field's reference year, consistent with spine state where the classification permits; apply age and employment structural codes to conditional fields.","Official ABS ASGS ArcGIS services recorded in inst/extdata/codeframes/census-geography-sources.csv, lga.tsv, ireg.tsv, and phn.tsv","The codes are official, but assignment within state and historical movement or workplace location is synthetic and not population-calibrated.","Section of state range (ur)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","SPIP",1,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/household-and-families/spousepartner-indicator-spip","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Spouse/partner indicator","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","SPLF",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter9302011 | https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter9302016 | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/household-and-families/location-spouse-splf","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Location of Spouse | Location of spouse","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","SSCF",2,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter9402011 | https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter9402016 | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/household-and-families/same-sex-couple-indicator-sscf","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Same Sex Couple Indicator","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","STRD",2,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/housing/dwelling-structure-strd","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Dwelling Structure","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","STUP",2,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/education-and-training/full-timepart-time-student-status-stup","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Full-Time/Part-Time Student Status","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","SUAD",1,"populated","populated_official_geography","Assign an official geography code for the field's reference year, consistent with spine state where the classification permits; apply age and employment structural codes to conditional fields.","Official ABS ASGS ArcGIS services recorded in inst/extdata/codeframes/census-geography-sources.csv, lga.tsv, ireg.tsv, and phn.tsv","The codes are official, but assignment within state and historical movement or workplace location is synthetic and not population-calibrated.","Significant urban areas (en)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","SUAP",1,"populated","populated_official_geography","Assign an official geography code for the field's reference year, consistent with spine state where the classification permits; apply age and employment structural codes to conditional fields.","Official ABS ASGS ArcGIS services recorded in inst/extdata/codeframes/census-geography-sources.csv, lga.tsv, ireg.tsv, and phn.tsv","The codes are official, but assignment within state and historical movement or workplace location is synthetic and not population-calibrated.","Significant urban areas (ur)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","SVFP",1,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/national-reporting/level-workplace-participation-survey-comparison-flag-svfp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Level of workplace participation survey comparison flag","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","SXFP",1,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","ABS 2011 Expanded CSF data-item list; ABS 2016 detailed-microdata data-item list and official DataLab test file; ABS 2021 detailed-microdata data-item list and Census Dictionary","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Imputation flag for SEXP","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","TEND",2,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/housing/tenure-type-tend","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Tenure Type","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","TENLLD",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter9802011 | https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter9802016 | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/housing/tenure-and-landlord-type-tenlld","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Tenure and Landlord Type | Tenure and landlord type","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","TISP",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/population/number-children-ever-born-tisp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Number of Children Ever Born | Number of children ever born","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","TISRP",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter10002011 | https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter10002016 | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/population/number-children-ever-born-ranges-tisrp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Number of Children Ever Born (ranges) | Number of children ever born (ranges)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","TRD",1,"populated","populated_official_geography","Assign an official geography code for the field's reference year, consistent with spine state where the classification permits; apply age and employment structural codes to conditional fields.","Official ABS ASGS ArcGIS services recorded in inst/extdata/codeframes/census-geography-sources.csv, lga.tsv, ireg.tsv, and phn.tsv","The codes are official, but assignment within state and historical movement or workplace location is synthetic and not population-calibrated.","Tourism regions (en)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","TRP",1,"populated","populated_official_geography","Assign an official geography code for the field's reference year, consistent with spine state where the classification permits; apply age and employment structural codes to conditional fields.","Official ABS ASGS ArcGIS services recorded in inst/extdata/codeframes/census-geography-sources.csv, lga.tsv, ireg.tsv, and phn.tsv","The codes are official, but assignment within state and historical movement or workplace location is synthetic and not population-calibrated.","Tourism regions (ur)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","TYPP",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/education-and-training/type-educational-institution-attending-typp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Type of Educational Institution Attending | Type of educational institution attending","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","TYSTAP",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter10202011 | https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter10202016 | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/education-and-training/educational-institution-attendee-status-tystap","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Educational Institution: Attendee Status | Educational institution: attendee status","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","UAI1P",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/location/usual-address-one-year-ago-indicator-uai1p","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Usual Address One Year Ago Indicator | Usual address one year ago indicator","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","UAI5P",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/location/usual-address-five-years-ago-indicator-uai5p","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Usual Address Five Years Ago Indicator | Usual address five years ago indicator","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","UAICP",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/location/usual-address-indicator-census-night-uaicp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Usual Address Indicator Census Night | Usual address indicator census night","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","UCLD",1,"populated","populated_official_geography","Assign an official geography code for the field's reference year, consistent with spine state where the classification permits; apply age and employment structural codes to conditional fields.","Official ABS ASGS ArcGIS services recorded in inst/extdata/codeframes/census-geography-sources.csv, lga.tsv, ireg.tsv, and phn.tsv","The codes are official, but assignment within state and historical movement or workplace location is synthetic and not population-calibrated.","Urban centres and localities (en)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","UCLP",1,"populated","populated_official_geography","Assign an official geography code for the field's reference year, consistent with spine state where the classification permits; apply age and employment structural codes to conditional fields.","Official ABS ASGS ArcGIS services recorded in inst/extdata/codeframes/census-geography-sources.csv, lga.tsv, ireg.tsv, and phn.tsv","The codes are official, but assignment within state and historical movement or workplace location is synthetic and not population-calibrated.","Urban centres and localities (ur)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","UEFP",1,"populated","populated_coherent_official_domain","Derive the field from related spine, labour-force, household, education, health, or imputation context and encode it in the official year-specific Census domain.","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/national-reporting-indicators/unemployment-flag-uefp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Unemployment flag","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","UNCAREP",2,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/disability-and-carers/unpaid-assistance-person-disability-health-condition-or-due-old-age-uncarep","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Unpaid Assistance to a Person with a Disability","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","VEHD",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter10702011 | https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter10702016 | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/transport/number-motor-vehicles-vehd","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Number of Motor Vehicles | Number of motor vehicles","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","VEHRD",2,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/transport/number-motor-vehicles-ranges-vehrd","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Number of Motor Vehicles (ranges)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","VOLWP",2,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/unpaid-work-and-care/voluntary-work-organisation-or-group-volwp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Voluntary Work for an Organisation or Group","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","WTNSQP",1,"populated","populated_coherent_official_domain","Derive the field from related spine, labour-force, household, education, health, or imputation context and encode it in the official year-specific Census domain.","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/national-reporting-indicators/people-or-working-towards-non-school-qualification-wtnsqp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","People with or working towards a non-school qualification","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","YARP",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/year-arrival-australia-yarp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Year of Arrival in Australia | Year of arrival in australia","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","YARRP",3,"populated","populated_coherent_official_domain","Derive the field from related spine, labour-force, household, education, health, or imputation context and encode it in the official year-specific Census domain.","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter11002011 | https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter11002016 | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/year-arrival-australia-ranges-yarrp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Year of Arrival in Australia (ranges) | Year of arrival in australia (ranges)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","YR12C2P",1,"populated","populated_coherent_official_domain","Derive the field from related spine, labour-force, household, education, health, or imputation context and encode it in the official year-specific Census domain.","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/national-reporting-indicators/attainment-year-12-or-certificate-ii-or-higher-yr12c2p","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Attainment of year 12 or certificate ii or higher","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","YR12C3P",1,"populated","populated_coherent_official_domain","Derive the field from related spine, labour-force, household, education, health, or imputation context and encode it in the official year-specific Census domain.","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/national-reporting-indicators/attainment-year-12-or-certificate-iii-or-higher-yr12c3p","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Attainment of year 12 or certificate iii or higher","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
