"dataset","table","variable","type","observed_generated_domain_or_distribution","observed_small_domain_values","plida_or_crosswalk_variable","plida_or_crosswalk_description","crosswalk_status","evidence_status","source_url","source_summary","current_generated_assessment","required_next_action"
"DOMINO","mcd_dtls","AMR","character","R001642=1; R018581=1; R130107=1; R138529=1; R142450=1; R144743=1; R179478=1; R238702=1; R241742=1; R260403=1; R262429=1; R300807=1","R001642; R018581; R130107; R138529; R142450; R144743; R179478; R238702; R241742; R260403; R262429; R300807; R314632; R343829; R348575; R361451; R393280; R404600; R422935; R435042; R440325; R447704; R466881; R512402; R521567; R550585; R601589; R604789; R640095; R642424","AMR","Activity management reference","direct_plida_dataset_variable","domino_aristotle_dataset_context_public_code_table_not_found","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.dss.gov.au/doing-business-us/corporate-policies/metadata-research-datasets | https://dss.aristotlecloud.io/item/1942/dataset/domino-external-analytical-version | https://dex.dss.gov.au/policy | https://dex.dss.gov.au/sites/default/files/documents/2023-03/1931-data-exchange-protocols.pdf | https://dex.dss.gov.au/sites/default/files/documents/2025-09/2646-2536-chsp-dex-protocols.pdf","DSS confirms DOMINO as longitudinal social-security administrative data and points users to Aristotle metadata; the public dataset entry supports dataset context, but this pass did not locate public variable-level pages proving generated DOMINO code values.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"DOMINO","mcd_dtls","ASSMT_ID","character","A00000001=1; A00000002=1; A00000003=1; A00000004=1; A00000005=1; A00000006=1; A00000007=1; A00000008=1; A00000009=1; A00000010=1; A00000011=1; A00000012=1","A00000001; A00000002; A00000003; A00000004; A00000005; A00000006; A00000007; A00000008; A00000009; A00000010; A00000011; A00000012; A00000013; A00000014; A00000015; A00000016; A00000017; A00000018; A00000019; A00000020; A00000021; A00000022; A00000023; A00000024; A00000025; A00000026; A00000027; A00000028; A00000029; A00000030","ASSMT_ID","Assessment id","direct_plida_dataset_variable","domino_aristotle_dataset_context_public_code_table_not_found","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.dss.gov.au/doing-business-us/corporate-policies/metadata-research-datasets | https://dss.aristotlecloud.io/item/1942/dataset/domino-external-analytical-version | https://dex.dss.gov.au/policy | https://dex.dss.gov.au/sites/default/files/documents/2023-03/1931-data-exchange-protocols.pdf | https://dex.dss.gov.au/sites/default/files/documents/2025-09/2646-2536-chsp-dex-protocols.pdf","DSS confirms DOMINO as longitudinal social-security administrative data and points users to Aristotle metadata; the public dataset entry supports dataset context, but this pass did not locate public variable-level pages proving generated DOMINO code values.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"DOMINO","mcd_dtls","CHNL","character","ONL=30; FTF=9; PHN=9","ONL; FTF; PHN","CHNL","Channel data received","direct_plida_dataset_variable","domino_aristotle_dataset_context_public_code_table_not_found","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.dss.gov.au/doing-business-us/corporate-policies/metadata-research-datasets | https://dss.aristotlecloud.io/item/1942/dataset/domino-external-analytical-version | https://dex.dss.gov.au/policy | https://dex.dss.gov.au/sites/default/files/documents/2023-03/1931-data-exchange-protocols.pdf | https://dex.dss.gov.au/sites/default/files/documents/2025-09/2646-2536-chsp-dex-protocols.pdf","DSS confirms DOMINO as longitudinal social-security administrative data and points users to Aristotle metadata; the public dataset entry supports dataset context, but this pass did not locate public variable-level pages proving generated DOMINO code values.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"DOMINO","mcd_dtls","CURR_CAPCTY_NUM","integer","0 / 0 / 2 / 20 / 30","0; 1; 12; 15; 16; 2; 20; 21; 22; 23; 24; 30; 5; 7; 9","CURR_CAPCTY_NUM","Current work capacity number","direct_plida_dataset_variable","domino_aristotle_dataset_context_public_code_table_not_found","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.dss.gov.au/doing-business-us/corporate-policies/metadata-research-datasets | https://dss.aristotlecloud.io/item/1942/dataset/domino-external-analytical-version | https://dex.dss.gov.au/policy | https://dex.dss.gov.au/sites/default/files/documents/2023-03/1931-data-exchange-protocols.pdf | https://dex.dss.gov.au/sites/default/files/documents/2025-09/2646-2536-chsp-dex-protocols.pdf","DSS confirms DOMINO as longitudinal social-security administrative data and points users to Aristotle metadata; the public dataset entry supports dataset context, but this pass did not locate public variable-level pages proving generated DOMINO code values.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"DOMINO","mcd_dtls","IMPRMT_CODE","integer","1 / 2 / 3 / 3 / 3","1; 2; 3","IMPRMT_CODE","Impairment code","direct_plida_dataset_variable","domino_aristotle_dataset_context_public_code_table_not_found","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.dss.gov.au/doing-business-us/corporate-policies/metadata-research-datasets | https://dss.aristotlecloud.io/item/1942/dataset/domino-external-analytical-version | https://dex.dss.gov.au/policy | https://dex.dss.gov.au/sites/default/files/documents/2023-03/1931-data-exchange-protocols.pdf | https://dex.dss.gov.au/sites/default/files/documents/2025-09/2646-2536-chsp-dex-protocols.pdf","DSS confirms DOMINO as longitudinal social-security administrative data and points users to Aristotle metadata; the public dataset entry supports dataset context, but this pass did not locate public variable-level pages proving generated DOMINO code values.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"DOMINO","mcd_dtls","IMPRMT_RATE","integer","20 / 25 / 29 / 33 / 39","20; 21; 23; 24; 25; 26; 27; 28; 30; 31; 32; 33; 34; 36; 37; 39","IMPRMT_RATE","Impairment rating","direct_plida_dataset_variable","domino_aristotle_dataset_context_public_code_table_not_found","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.dss.gov.au/doing-business-us/corporate-policies/metadata-research-datasets | https://dss.aristotlecloud.io/item/1942/dataset/domino-external-analytical-version | https://dex.dss.gov.au/policy | https://dex.dss.gov.au/sites/default/files/documents/2023-03/1931-data-exchange-protocols.pdf | https://dex.dss.gov.au/sites/default/files/documents/2025-09/2646-2536-chsp-dex-protocols.pdf","DSS confirms DOMINO as longitudinal social-security administrative data and points users to Aristotle metadata; the public dataset entry supports dataset context, but this pass did not locate public variable-level pages proving generated DOMINO code values.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"DOMINO","mcd_dtls","IMPRMT_VER_DATE","Date","2019-09-18 to 2021-08-22","","IMPRMT_VER_DATE","Impairment version date","direct_plida_dataset_variable","domino_aristotle_dataset_context_public_code_table_not_found","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.dss.gov.au/doing-business-us/corporate-policies/metadata-research-datasets | https://dss.aristotlecloud.io/item/1942/dataset/domino-external-analytical-version | https://dex.dss.gov.au/policy | https://dex.dss.gov.au/sites/default/files/documents/2023-03/1931-data-exchange-protocols.pdf | https://dex.dss.gov.au/sites/default/files/documents/2025-09/2646-2536-chsp-dex-protocols.pdf","DSS confirms DOMINO as longitudinal social-security administrative data and points users to Aristotle metadata; the public dataset entry supports dataset context, but this pass did not locate public variable-level pages proving generated DOMINO code values.","Observed date range is synthetic generated-output evidence unless an official source is attached separately.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"DOMINO","mcd_dtls","INCAP_END","Date","2020-03-25 to 2022-12-01","","INCAP_END","Incapacity period end date","direct_plida_dataset_variable","domino_aristotle_dataset_context_public_code_table_not_found","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.dss.gov.au/doing-business-us/corporate-policies/metadata-research-datasets | https://dss.aristotlecloud.io/item/1942/dataset/domino-external-analytical-version | https://dex.dss.gov.au/policy | https://dex.dss.gov.au/sites/default/files/documents/2023-03/1931-data-exchange-protocols.pdf | https://dex.dss.gov.au/sites/default/files/documents/2025-09/2646-2536-chsp-dex-protocols.pdf","DSS confirms DOMINO as longitudinal social-security administrative data and points users to Aristotle metadata; the public dataset entry supports dataset context, but this pass did not locate public variable-level pages proving generated DOMINO code values.","Observed date range is synthetic generated-output evidence unless an official source is attached separately.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"DOMINO","mcd_dtls","INCAP_EXEMPT","character","N=48","N","INCAP_EXEMPT","Incapacity exemption indicator","direct_plida_dataset_variable","domino_aristotle_dataset_context_public_code_table_not_found","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.dss.gov.au/doing-business-us/corporate-policies/metadata-research-datasets | https://dss.aristotlecloud.io/item/1942/dataset/domino-external-analytical-version | https://dex.dss.gov.au/policy | https://dex.dss.gov.au/sites/default/files/documents/2023-03/1931-data-exchange-protocols.pdf | https://dex.dss.gov.au/sites/default/files/documents/2025-09/2646-2536-chsp-dex-protocols.pdf","DSS confirms DOMINO as longitudinal social-security administrative data and points users to Aristotle metadata; the public dataset entry supports dataset context, but this pass did not locate public variable-level pages proving generated DOMINO code values.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"DOMINO","mcd_dtls","INCAP_START","Date","2019-10-01 to 2021-08-29","","INCAP_START","Incapacity period start date","direct_plida_dataset_variable","domino_aristotle_dataset_context_public_code_table_not_found","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.dss.gov.au/doing-business-us/corporate-policies/metadata-research-datasets | https://dss.aristotlecloud.io/item/1942/dataset/domino-external-analytical-version | https://dex.dss.gov.au/policy | https://dex.dss.gov.au/sites/default/files/documents/2023-03/1931-data-exchange-protocols.pdf | https://dex.dss.gov.au/sites/default/files/documents/2025-09/2646-2536-chsp-dex-protocols.pdf","DSS confirms DOMINO as longitudinal social-security administrative data and points users to Aristotle metadata; the public dataset entry supports dataset context, but this pass did not locate public variable-level pages proving generated DOMINO code values.","Observed date range is synthetic generated-output evidence unless an official source is attached separately.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
