"pbs_code","atc_code","atc_level1","benefit_type","claimed_price","pack_size","number_of_repeats","manner_of_admin","weight"
"3196F","A07CA","A","R",4.47,1,0,"ORAL",0.000286982052583947
"3306B","A01AB04","A","U",3.96,20,0,"ORAL",0.000286982052583947
"3342X","A07AA02","A","U",8.53,50,0,"ORAL",0.000286982052583947
"3345C","A07AA02","A","U",8.53,50,0,"ORAL",0.000286982052583947
"3387G","A10BH05","A","S",38.36,30,5,"ORAL",0.000286982052583947
"3401B","A02BC05","A","A",13.3,30,5,"ORAL",0.000286982052583947
"3413P","A07EC02","A","R",56.97,60,5,"ORAL",0.000286982052583947
"3415R","A10BH02","A","S",34.53,60,5,"ORAL",0.000286982052583947
"3416T","A06AD15","A","R",8.81,1,5,"ORAL",0.000286982052583947
"3439B","A10BA02","A","R",8.97,60,5,"ORAL",0.000286982052583947
"5022H","A03BA01","A","U",14.87,10,0,"INJECTION",0.000286982052583947
"5032W","A01AD02","A","R",8.1,1,0,"ORAL_APPLICATION",0.000286982052583947
"5146W","A12CC05","A","S",5.32,50,5,"ORAL",0.000286982052583947
"5151D","A03FA01","A","U",5.8,25,0,"ORAL",0.000286982052583947
"5153F","A03FA01","A","U",7.1,10,0,"INJECTION",0.000286982052583947
"5205Y","A04AD","A","U",5.29,25,0,"ORAL",0.000286982052583947
"5206B","A04AD","A","U",15.66,10,0,"INJECTION",0.000286982052583947
"5295Q","A04AA05","A","R",9.91,1,0,"INJECTION",0.000286982052583947
"5453B","A09AA02","A","R",30.99,1,10,"ORAL",0.000286982052583947
"5461K","A07EC02","A","R",80.33,30,5,"RECTAL",0.000286982052583947
"5470X","A04AA01","A","R",3.5,4,0,"ORAL",0.000286982052583947
"5471Y","A04AA01","A","R",4.33,4,0,"ORAL",0.000286982052583947
"5472B","A04AA01","A","S",8.75,10,1,"ORAL",0.000286982052583947
"5473C","A04AA01","A","S",10.83,10,1,"ORAL",0.000286982052583947
"5474D","A10BD08","A","S",34.61,60,5,"ORAL",0.000286982052583947
"5475E","A10BD08","A","S",35.4,60,5,"ORAL",0.000286982052583947
"5476F","A10BD08","A","S",35.83,60,5,"ORAL",0.000286982052583947
"8007K","A02BC02","A","S",7.48,30,1,"ORAL",0.000286982052583947
"8008L","A02BC02","A","S",7.48,30,5,"ORAL",0.000286982052583947
"8020D","A09AA02","A","R",24.35,100,10,"ORAL",0.000286982052583947
"8021E","A09AA02","A","R",48.53,100,10,"ORAL",0.000286982052583947
"8084L","A10AB04","A","U",16.33,1,2,"INJECTION",0.000286982052583947
"8086N","A07EC03","A","S",51.75,100,5,"ORAL",0.000286982052583947
"8188Y","A10BF01","A","U",13.48,90,5,"ORAL",0.000286982052583947
"8189B","A10BF01","A","U",19.09,90,5,"ORAL",0.000286982052583947
"8198L","A02BC03","A","R",3.5,30,5,"ORAL",0.000286982052583947
"8212F","A10AB04","A","U",28.18,1,1,"INJECTION",0.000286982052583947
"8224W","A04AA01","A","R",3.5,4,0,"ORAL",0.000286982052583947
"8225X","A04AA01","A","R",4.33,4,0,"ORAL",0.000286982052583947
"8233H","A04AA01","A","S",80.78,1,1,"ORAL",0.000286982052583947
"8331L","A02BC01","A","S",4,30,1,"ORAL",0.000286982052583947
"8332M","A02BC01","A","R",3.5,30,5,"ORAL",0.000286982052583947
"8333N","A02BC01","A","S",4,30,5,"ORAL",0.000286982052583947
"8390N","A10AD04","A","U",28.18,1,1,"INJECTION",0.000286982052583947
"8399C","A02BC02","A","R",7.12,30,5,"ORAL",0.000286982052583947
"8412R","A04AA01","A","S",11.97,10,1,"ORAL",0.000286982052583947
"8413T","A04AA01","A","S",16.59,10,1,"ORAL",0.000286982052583947
"8435Y","A10AB05","A","U",28.18,1,1,"INJECTION",0.000286982052583947
"8448P","A05AA02","A","S",97.13,100,4,"ORAL",0.000286982052583947
"8450R","A10BB12","A","U",2.5,30,5,"ORAL",0.000286982052583947
"8451T","A10BB12","A","U",2.5,30,5,"ORAL",0.000286982052583947
"8452W","A10BB12","A","U",3.2,30,5,"ORAL",0.000286982052583947
"8507R","A02BC04","A","R",3.33,28,5,"ORAL",0.000286982052583947
"8508T","A02BC04","A","S",3.33,30,5,"ORAL",0.000286982052583947
"8509W","A02BC04","A","S",3.33,30,1,"ORAL",0.000286982052583947
"8533D","A10BB12","A","U",2.69,30,5,"ORAL",0.000286982052583947
"8535F","A10BB09","A","U",4.91,100,5,"ORAL",0.000286982052583947
"8571D","A10AB05","A","U",16.33,1,2,"INJECTION",0.000286982052583947
"8598M","A07EC02","A","R",50.78,100,5,"ORAL",0.000286982052583947
"8599N","A07EC02","A","R",94.95,100,5,"ORAL",0.000286982052583947
"8600P","A02BC05","A","S",10.51,30,5,"ORAL",0.000286982052583947
"8601Q","A02BC05","A","A",13.3,30,1,"ORAL",0.000286982052583947
"8607B","A10BA02","A","R",8.55,90,5,"ORAL",0.000286982052583947
"8609D","A10AD05","A","U",28.18,1,1,"INJECTION",0.000286982052583947
"8612G","A06AD15","A","R",5.83,1,5,"ORAL",0.000286982052583947
"8616L","A07EC02","A","S",45.8,1,5,"RECTAL",0.000286982052583947
"8617M","A07EC02","A","S",71.64,1,5,"RECTAL",0.000286982052583947
"8694N","A10BG03","A","R",6.18,28,5,"ORAL",0.000286982052583947
"8695P","A10BG03","A","R",9.51,28,5,"ORAL",0.000286982052583947
"8696Q","A10BG03","A","R",12.37,28,5,"ORAL",0.000286982052583947
"8728J","A04AA02","A","R",8.29,1,0,"ORAL",0.000286982052583947
"8729K","A04AA02","A","R",2.5,1,0,"INJECTION",0.000286982052583947
"8730L","A04AA02","A","S",2.5,1,0,"INJECTION",0.000286982052583947
"8731M","A07EC02","A","R",50.78,100,5,"ORAL",0.000286982052583947
"8738X","A02BD06","A","R",25.31,1,0,"ORAL",0.000286982052583947
"8753Q","A07EC02","A","S",45.8,1,5,"RECTAL",0.000286982052583947
"8768L","A07EC02","A","S",53,1,5,"RECTAL",0.000286982052583947
"8873B","A04AA02","A","S",41.45,5,1,"ORAL",0.000286982052583947
"8874C","A10AD04","A","U",28.18,1,1,"INJECTION",0.000286982052583947
"8886Q","A02BC05","A","S",10.51,30,1,"ORAL",0.000286982052583947
"8983T","A10BH03","A","S",35.8,28,5,"ORAL",0.000286982052583947
"9039R","A10AE04","A","U",31.71,1,1,"INJECTION",0.000286982052583947
"9040T","A10AE05","A","R",61.61,1,1,"INJECTION",0.000286982052583947
"9109K","A02BC01","A","S",10.65,30,1,"ORAL",0.000286982052583947
"9110L","A02BC01","A","S",10.65,30,5,"ORAL",0.000286982052583947
"9180E","A10BH01","A","S",19.33,28,5,"ORAL",0.000286982052583947
"9181F","A10BH01","A","S",19.33,28,5,"ORAL",0.000286982052583947
"9182G","A10BH01","A","S",19.33,28,5,"ORAL",0.000286982052583947
"9206M","A07EC02","A","R",82.03,60,5,"ORAL",0.000286982052583947
"9224L","A10AB06","A","U",16.33,1,2,"INJECTION",0.000286982052583947
"9302N","A10BB09","A","U",13.17,60,5,"ORAL",0.000286982052583947
"9331D","A02BC03","A","R",7.89,28,5,"ORAL",0.000286982052583947
"9353G","A07EC02","A","R",73.13,60,5,"ORAL",0.000286982052583947
"9423Y","A02BC02","A","S",19.64,30,1,"ORAL",0.000286982052583947
"9424B","A02BC02","A","S",19.64,30,5,"ORAL",0.000286982052583947
"9435N","A10BA02","A","R",8.97,120,5,"ORAL",0.000286982052583947
"9441X","A04AA01","A","R",80.78,1,0,"ORAL",0.000286982052583947
"9449H","A10BD07","A","S",20.33,56,5,"ORAL",0.000286982052583947
"9450J","A10BD07","A","S",21.01,56,5,"ORAL",0.000286982052583947
"9451K","A10BD07","A","S",21.31,56,5,"ORAL",0.000286982052583947
"9477T","A02BC03","A","S",8.35,28,1,"ORAL",0.000286982052583947
"9478W","A02BC03","A","S",8.35,28,5,"ORAL",0.000286982052583947
"10104T","B03AC","B","U",54.63,1,1,"INJECTION",0.000554262276909443
"10229J","B03AC","B","U",24.25,5,0,"INJECTION",0.000554262276909443
"10414D","B01AF02","B","S",23.52,28,0,"ORAL",0.000554262276909443
"11615H","B03AC","B","U",122.74,1,0,"INJECTION",0.000554262276909443
"11633G","B01AF01","B","S",30.66,30,5,"ORAL",0.000554262276909443
"11702X","B03AC","B","U",109.25,1,1,"INJECTION",0.000554262276909443
"12049E","B03AC","B","U",245.48,1,1,"INJECTION",0.000554262276909443
"12192Q","B01AF01","B","S",27.07,60,5,"ORAL",0.000554262276909443
"12197Y","B01AF01","B","S",27.07,60,5,"ORAL",0.000554262276909443
"12790E","B06AC05","B","A",18440.1,1,5,"INJECTION",0.000554262276909443
"13365K","B01AC04","B","R",3.8,28,5,"ORAL",0.000554262276909443
"13366L","B01AF01","B","S",27.07,60,5,"ORAL",0.000554262276909443
"13399F","B01AC04","B","R",3.8,28,5,"ORAL",0.000554262276909443
"13427Q","B01AC30","B","R",4,30,5,"ORAL",0.000554262276909443
"13462M","B01AF01","B","S",26.66,28,5,"ORAL",0.000554262276909443
"13463N","B01AF01","B","S",26.99,28,5,"ORAL",0.000554262276909443
"13464P","B01AF02","B","S",51.78,60,5,"ORAL",0.000554262276909443
"13489Y","B01AE07","B","S",41.25,60,5,"ORAL",0.000554262276909443
"13521P","B01AF01","B","S",30.66,30,5,"ORAL",0.000554262276909443
"13523R","B01AE07","B","S",41.49,60,5,"ORAL",0.000554262276909443
"13524T","B01AC24","B","S",81.59,56,5,"ORAL",0.000554262276909443
"13525W","B01AF02","B","S",50.4,60,5,"ORAL",0.000554262276909443
"13688K","B01AB05","B","R",80.59,10,3,"INJECTION",0.000554262276909443
"13710N","B01AB05","B","R",80.59,10,1,"INJECTION",0.000554262276909443
"13717Y","B01AB05","B","R",100.74,10,3,"INJECTION",0.000554262276909443
"13729N","B01AB05","B","R",100.74,10,1,"INJECTION",0.000554262276909443
"1418P","B01AC24","B","S",81.59,56,5,"ORAL",0.000554262276909443
"1437P","B03BB01","B","R",2.92,100,1,"ORAL",0.000554262276909443
"1466E","B01AB01","B","U",28.65,5,5,"INJECTION",0.000554262276909443
"14796R","B01AC22","B","S",52.5,28,5,"ORAL",0.000554262276909443
"14818X","B01AC22","B","S",47.25,28,5,"ORAL",0.000554262276909443
"14969W","B01AF01","B","S",26.99,28,5,"ORAL",0.000554262276909443
"14994E","B01AF01","B","S",26.66,28,5,"ORAL",0.000554262276909443
"15017J","B01AF01","B","S",26.66,28,5,"ORAL",0.000554262276909443
"15037K","B01AF01","B","S",26.99,28,5,"ORAL",0.000554262276909443
"15069D","B01AC04","B","U",18.5,28,5,"ORAL",0.000554262276909443
"15075K","B01AC04","B","R",18.5,28,5,"ORAL",0.000554262276909443
"15076L","B01AC04","B","R",11.58,30,5,"ORAL",0.000554262276909443
"15081R","B01AC04","B","U",21.5,30,5,"ORAL",0.000554262276909443
"15085Y","B01AC04","B","R",21.5,30,5,"ORAL",0.000554262276909443
"15086B","B01AC04","B","U",11.58,30,5,"ORAL",0.000554262276909443
"1976B","B06AC02","B","A",420.88,1,1,"INJECTION",0.000554262276909443
"2160Q","B01AF01","B","S",40.49,42,0,"ORAL",0.000554262276909443
"2162T","B03BA03","B","R",3.97,3,0,"INJECTION",0.000554262276909443
"2180R","B02AA02","B","U",31.57,100,2,"ORAL",0.000554262276909443
"2209G","B01AA03","B","U",4.53,50,2,"ORAL",0.000554262276909443
"2211J","B01AA03","B","U",5,50,2,"ORAL",0.000554262276909443
"2268J","B01AF01","B","S",26.66,28,5,"ORAL",0.000554262276909443
"2593L","B03AC","B","U",20,5,0,"INJECTION",0.000554262276909443
"2691P","B01AF01","B","S",26.99,28,5,"ORAL",0.000554262276909443
"2735Y","B01AF02","B","S",50.4,60,5,"ORAL",0.000554262276909443
"2744K","B01AF02","B","S",51.78,60,5,"ORAL",0.000554262276909443
"2753X","B01AE07","B","S",41.49,60,5,"ORAL",0.000554262276909443
"2769R","B01AE07","B","S",41.25,60,5,"ORAL",0.000554262276909443
"2805P","B03AC","B","S",20,5,5,"INJECTION",0.000554262276909443
"2843P","B01AA03","B","U",4.35,50,2,"ORAL",0.000554262276909443
"2844Q","B01AA03","B","U",4.59,50,2,"ORAL",0.000554262276909443
"2958Q","B03BB01","B","R",1.89,100,0,"ORAL",0.000554262276909443
"5054B","B01AF02","B","S",25.89,30,0,"ORAL",0.000554262276909443
"5061J","B01AF02","B","S",51.78,60,0,"ORAL",0.000554262276909443
"5434B","B01AB05","B","R",53.72,10,3,"INJECTION",0.000554262276909443
"5435C","B01AB05","B","R",71.24,10,3,"INJECTION",0.000554262276909443
"5500L","B01AF02","B","S",17.26,20,0,"ORAL",0.000554262276909443
"8202Q","B01AC06","B","R",1.71,112,1,"ORAL",0.000554262276909443
"8262W","B01AB05","B","R",50.53,10,1,"INJECTION",0.000554262276909443
"8263X","B01AB05","B","R",53.72,10,1,"INJECTION",0.000554262276909443
"8264Y","B01AB05","B","R",71.24,10,1,"INJECTION",0.000554262276909443
"8350L","B01AC17","B","S",155.09,1,2,"INJECTION",0.000554262276909443
"8358X","B01AC04","B","U",3.8,28,5,"ORAL",0.000554262276909443
"8510X","B01AB05","B","R",29.19,10,1,"INJECTION",0.000554262276909443
"8558K","B01AB05","B","R",26.12,10,1,"INJECTION",0.000554262276909443
"8639Q","B01AB05","B","R",29.19,10,3,"INJECTION",0.000554262276909443
"8640R","B01AB05","B","R",50.53,10,3,"INJECTION",0.000554262276909443
"8716R","B01AB05","B","R",26.12,10,3,"INJECTION",0.000554262276909443
"8775W","B01AX05","B","S",26.78,2,0,"INJECTION",0.000554262276909443
"8807M","B03AC","B","S",24.25,5,5,"INJECTION",0.000554262276909443
"8815Y","B03AA07","B","U",8.98,1,2,"ORAL",0.000554262276909443
"8844L","B01AE06","B","S",413.89,1,0,"INJECTION",0.000554262276909443
"8985X","B03AA02","B","R",5.89,60,1,"ORAL",0.000554262276909443
"9011G","B03AD02","B","R",6.79,60,1,"ORAL",0.000554262276909443
"9048F","B03BA03","B","R",3.97,3,0,"INJECTION",0.000554262276909443
"9296G","B01AC30","B","U",4,30,5,"ORAL",0.000554262276909443
"9318K","B01AE07","B","S",8.5,10,1,"ORAL",0.000554262276909443
"9319L","B01AE07","B","S",5.53,10,1,"ORAL",0.000554262276909443
"9320M","B01AE07","B","S",51,60,0,"ORAL",0.000554262276909443
"9321N","B01AE07","B","S",41.49,60,0,"ORAL",0.000554262276909443
"9322P","B01AE07","B","S",8.5,10,0,"ORAL",0.000554262276909443
"9323Q","B01AE07","B","S",5.53,10,0,"ORAL",0.000554262276909443
"9354H","B01AC04","B","U",3.8,28,5,"ORAL",0.000554262276909443
"9466F","B01AF01","B","S",15.33,15,1,"ORAL",0.000554262276909443
"9467G","B01AF01","B","S",30.66,30,0,"ORAL",0.000554262276909443
"9469J","B01AF01","B","S",15.33,15,0,"ORAL",0.000554262276909443
"9487H","B05AA07","B","U",6.82,1,0,"INJECTION",0.000554262276909443
"10005N","C09DX03","C","R",9.29,30,5,"ORAL",0.000451030927835059
"10012Y","C01EB17","C","S",31.03,56,5,"ORAL",0.000451030927835059
"1016L","C01CA24","C","U",7.11,5,1,"INJECTION",0.000451030927835059
"10201X","C10BA06","C","U",16.65,1,5,"ORAL",0.000451030927835059
"10204C","C10BA06","C","U",13.42,1,5,"ORAL",0.000451030927835059
"10207F","C10BA06","C","U",16.46,1,5,"ORAL",0.000451030927835059
"10208G","C10BA06","C","U",14.81,1,5,"ORAL",0.000451030927835059
"10376D","C10BA05","C","U",15.74,30,5,"ORAL",0.000451030927835059
"10377E","C10BA05","C","U",12.4,30,5,"ORAL",0.000451030927835059
"10392Y","C10BA05","C","U",7.97,30,5,"ORAL",0.000451030927835059
"10393B","C10BA05","C","U",10.54,30,5,"ORAL",0.000451030927835059
"1081X","C07AB03","C","U",15.02,30,5,"ORAL",0.000451030927835059
"1088G","C01BC04","C","R",16.08,60,5,"ORAL",0.000451030927835059
"1090J","C01BC04","C","R",19.2,60,5,"ORAL",0.000451030927835059
"10958R","C10AX13","C","S",190,1,5,"INJECTION",0.000451030927835059
"11122J","C09DX04","C","S",80.73,56,5,"ORAL",0.000451030927835059
"11123K","C09DX04","C","S",80.73,56,5,"ORAL",0.000451030927835059
"11131W","C09DX04","C","S",80.73,56,5,"ORAL",0.000451030927835059
"11484K","C10AX13","C","S",190,1,5,"INJECTION",0.000451030927835059
"11588X","C03XA01","C","A",498.75,1,5,"ORAL",0.000451030927835059
"11593E","C03XA01","C","S",498.75,1,5,"ORAL",0.000451030927835059
"11596H","C03XA01","C","S",498.75,1,5,"ORAL",0.000451030927835059
"11597J","C03XA01","C","A",498.75,1,5,"ORAL",0.000451030927835059
"11600M","C03XA01","C","S",498.75,1,5,"ORAL",0.000451030927835059
"11602P","C03XA01","C","A",498.75,1,5,"ORAL",0.000451030927835059
"1166J","C04AX02","C","R",197.79,1,5,"ORAL",0.000451030927835059
"1182F","C09AA09","C","U",4.18,30,5,"ORAL",0.000451030927835059
"1183G","C09AA09","C","U",6.24,30,5,"ORAL",0.000451030927835059
"11977J","C10AX13","C","S",190,1,5,"INJECTION",0.000451030927835059
"11985T","C10AX13","C","S",190,1,5,"INJECTION",0.000451030927835059
"1241H","C08DA01","C","U",9.89,30,5,"ORAL",0.000451030927835059
"12457P","C03XA01","C","S",249.38,28,5,"ORAL",0.000451030927835059
"12460T","C03XA01","C","A",249.38,28,5,"ORAL",0.000451030927835059
"12461W","C03XA01","C","A",249.38,28,5,"ORAL",0.000451030927835059
"12462X","C03XA01","C","S",249.38,28,5,"ORAL",0.000451030927835059
"1250T","C08DA01","C","U",9.04,100,5,"ORAL",0.000451030927835059
"12655C","C01CA24","C","A",67.19,1,0,"INJECTION",0.000451030927835059
"1312C","C08DB01","C","U",6.92,30,5,"ORAL",0.000451030927835059
"1313D","C08DB01","C","U",8.82,30,5,"ORAL",0.000451030927835059
"1316G","C09AA05","C","U",3.5,30,5,"ORAL",0.000451030927835059
"13178N","C01DX22","C","S",120.4,28,5,"ORAL",0.000451030927835059
"13181R","C01DX22","C","A",120.4,28,5,"ORAL",0.000451030927835059
"13186B","C01DX22","C","A",120.4,28,5,"ORAL",0.000451030927835059
"13189E","C01DX22","C","S",120.4,28,5,"ORAL",0.000451030927835059
"13192H","C01DX22","C","S",120.4,28,5,"ORAL",0.000451030927835059
"13193J","C01DX22","C","A",120.4,28,5,"ORAL",0.000451030927835059
"1322N","C01AA05","C","R",5.88,100,1,"ORAL",0.000451030927835059
"1324Q","C07AB02","C","U",14.75,100,5,"ORAL",0.000451030927835059
"1325R","C07AB02","C","U",14.99,60,5,"ORAL",0.000451030927835059
"13280Y","C01BA03","C","R",51.6,84,5,"ORAL",0.000451030927835059
"13316W","C03DA05","C","S",66.08,28,5,"ORAL",0.000451030927835059
"13335W","C03DA05","C","S",66.08,28,5,"ORAL",0.000451030927835059
"1335G","C08DB01","C","U",9.17,90,5,"ORAL",0.000451030927835059
"13367M","C02CA01","C","R",9.82,100,5,"ORAL",0.000451030927835059
"13368N","C09AA05","C","R",3.5,30,5,"ORAL",0.000451030927835059
"13369P","C09AA02","C","R",2.5,30,5,"ORAL",0.000451030927835059
"13371R","C09AA04","C","R",3.16,30,5,"ORAL",0.000451030927835059
"13372T","C09AA04","C","R",4,30,5,"ORAL",0.000451030927835059
"13373W","C10AA01","C","R",11.15,30,5,"ORAL",0.000451030927835059
"13374X","C10AA05","C","R",4,30,5,"ORAL",0.000451030927835059
"13376B","C08CA05","C","R",8.05,30,5,"ORAL",0.000451030927835059
"13377C","C08CA02","C","R",6.8,30,5,"ORAL",0.000451030927835059
"13378D","C03BA11","C","R",4.14,90,1,"ORAL",0.000451030927835059
"13379E","C03DA04","C","S",37.79,30,5,"ORAL",0.000451030927835059
"13380F","C09CA04","C","R",6.28,30,5,"ORAL",0.000451030927835059
"13381G","C09BB04","C","R",14.72,30,5,"ORAL",0.000451030927835059
"13382H","C09BB04","C","R",16.56,30,5,"ORAL",0.000451030927835059
"13383J","C09CA03","C","R",8.19,28,5,"ORAL",0.000451030927835059
"13384K","C10BX03","C","R",8.22,30,5,"ORAL",0.000451030927835059
"13385L","C10BA02","C","R",6.2,30,5,"ORAL",0.000451030927835059
"13386M","C07AA05","C","R",10.95,100,5,"ORAL",0.000451030927835059
"13387N","C07AG02","C","R",4.79,60,5,"ORAL",0.000451030927835059
"13389Q","C09DB01","C","R",19.35,28,5,"ORAL",0.000451030927835059
"13390R","C09DX01","C","R",23.78,28,5,"ORAL",0.000451030927835059
"13391T","C09DA06","C","R",16.17,30,5,"ORAL",0.000451030927835059
"13392W","C09DA06","C","R",14.59,30,5,"ORAL",0.000451030927835059
"13393X","C09DA03","C","R",6.2,28,5,"ORAL",0.000451030927835059
"13400G","C02CA01","C","R",5.47,100,5,"ORAL",0.000451030927835059
"13401H","C09AA02","C","R",13.32,30,5,"ORAL",0.000451030927835059
"13402J","C09AA03","C","R",8.29,30,5,"ORAL",0.000451030927835059
"13403K","C09AA10","C","R",7.7,28,5,"ORAL",0.000451030927835059
"13404L","C09AA04","C","R",2.5,30,5,"ORAL",0.000451030927835059
"13405M","C09AA05","C","R",2.5,30,5,"ORAL",0.000451030927835059
"13406N","C10AA07","C","R",7.11,30,5,"ORAL",0.000451030927835059
"13408Q","C08DA01","C","R",9.89,30,5,"ORAL",0.000451030927835059
"13409R","C03AA03","C","R",7.58,100,1,"ORAL",0.000451030927835059
"13410T","C03EA01","C","R",4.72,50,1,"ORAL",0.000451030927835059
"13411W","C08CA13","C","R",5.76,28,5,"ORAL",0.000451030927835059
"13412X","C08CA13","C","R",6.75,28,5,"ORAL",0.000451030927835059
"13413Y","C09BA04","C","R",9.83,30,5,"ORAL",0.000451030927835059
"13414B","C09CA03","C","R",4.98,28,5,"ORAL",0.000451030927835059
"13415C","C10BX03","C","R",3.78,30,5,"ORAL",0.000451030927835059
"13416D","C10BA05","C","R",12.4,30,5,"ORAL",0.000451030927835059
"13417E","C07AG02","C","R",4,60,5,"ORAL",0.000451030927835059
"13418F","C07AG02","C","R",4,60,5,"ORAL",0.000451030927835059
"13419G","C07AB07","C","R",9.12,28,5,"ORAL",0.000451030927835059
"13420H","C07AB02","C","R",26.47,30,5,"ORAL",0.000451030927835059
"13421J","C09DB01","C","R",14.86,28,5,"ORAL",0.000451030927835059
"13429T","C09AA10","C","R",6.95,28,5,"ORAL",0.000451030927835059
"13430W","C09AA05","C","R",3.5,30,5,"ORAL",0.000451030927835059
"13431X","C09AA05","C","R",2.5,30,5,"ORAL",0.000451030927835059
"13432Y","C10AA03","C","R",8.17,30,5,"ORAL",0.000451030927835059
"13434C","C08DA01","C","R",8.26,30,5,"ORAL",0.000451030927835059
"13435D","C09CA04","C","R",2.5,30,5,"ORAL",0.000451030927835059
"13436E","C09CA06","C","R",15.03,30,5,"ORAL",0.000451030927835059
"13437F","C09CA07","C","R",11.82,28,5,"ORAL",0.000451030927835059
"13438G","C09CA06","C","R",14.8,30,5,"ORAL",0.000451030927835059
"13439H","C09BA02","C","R",10.69,30,5,"ORAL",0.000451030927835059
"13440J","C10AX09","C","R",6.01,30,5,"ORAL",0.000451030927835059
"13441K","C07AB12","C","R",24.24,28,5,"ORAL",0.000451030927835059
"13442L","C10BA02","C","R",6.51,30,5,"ORAL",0.000451030927835059
"13443M","C07AB07","C","R",8.07,28,5,"ORAL",0.000451030927835059
"13444N","C07AB07","C","R",7.99,28,5,"ORAL",0.000451030927835059
"13445P","C09DX04","C","S",80.73,56,5,"ORAL",0.000451030927835059
"13446Q","C09DA04","C","R",7.67,30,5,"ORAL",0.000451030927835059
"13447R","C09DA08","C","R",6.79,30,5,"ORAL",0.000451030927835059
"13448T","C09DX01","C","R",21.88,28,5,"ORAL",0.000451030927835059
"13449W","C09DB02","C","R",7.34,30,5,"ORAL",0.000451030927835059
"13450X","C09DB04","C","R",5.55,28,5,"ORAL",0.000451030927835059
"13451Y","C09DB04","C","R",6.15,28,5,"ORAL",0.000451030927835059
"13452B","C09DA06","C","R",14.4,30,5,"ORAL",0.000451030927835059
"13453C","C09DA03","C","R",8.7,28,5,"ORAL",0.000451030927835059
"13454D","C09DB01","C","R",17.24,28,5,"ORAL",0.000451030927835059
"13455E","C09DA03","C","R",10.57,28,5,"ORAL",0.000451030927835059
