dataset	variable	code	label
DOMINO	STDNT_PRTCPN_STS	API	Apprentice - INC only
DOMINO	STDNT_PRTCPN_STS	APL	Apprentice - Lawful Custody
DOMINO	STDNT_PRTCPN_STS	APT	Apprentice/Trainee
DOMINO	STDNT_PRTCPN_STS	C25	25% Concessional Student
DOMINO	STDNT_PRTCPN_STS	C50	50% to 74%, concessional
DOMINO	STDNT_PRTCPN_STS	C66	66% Concessional Student
DOMINO	STDNT_PRTCPN_STS	CAM	#N/A
DOMINO	STDNT_PRTCPN_STS	CAR	Caring responsibilities
DOMINO	STDNT_PRTCPN_STS	CON	Contractor not approved
DOMINO	STDNT_PRTCPN_STS	DRG	Substance abuse - drugs
DOMINO	STDNT_PRTCPN_STS	EXP	pre and post-natal
DOMINO	STDNT_PRTCPN_STS	FTI	Full-time student: non-Living Allow pymts only
DOMINO	STDNT_PRTCPN_STS	FTS	Full Time Student
DOMINO	STDNT_PRTCPN_STS	HOM	Homelessness
DOMINO	STDNT_PRTCPN_STS	ICP	2nd Course - Incidentals
DOMINO	STDNT_PRTCPN_STS	INP	Incapacity
DOMINO	STDNT_PRTCPN_STS	INS	Intention to Study Secondary
DOMINO	STDNT_PRTCPN_STS	INT	Intention to Study Tertiary
DOMINO	STDNT_PRTCPN_STS	JUV	Community service/juvenille justice order
DOMINO	STDNT_PRTCPN_STS	LAW	Lawful Custody Allowance
DOMINO	STDNT_PRTCPN_STS	LRD	Learning difficulty - General
DOMINO	STDNT_PRTCPN_STS	MDH	Major disruption of the home
DOMINO	STDNT_PRTCPN_STS	MPC	Major personal crisis
DOMINO	STDNT_PRTCPN_STS	NPL	Inability to secure education place
DOMINO	STDNT_PRTCPN_STS	O50	50% to 74%,no concession
DOMINO	STDNT_PRTCPN_STS	OTH	Other
DOMINO	STDNT_PRTCPN_STS	P97	Left school prior to 1/7/1997
DOMINO	STDNT_PRTCPN_STS	PAR	Parental responsibilities
DOMINO	STDNT_PRTCPN_STS	PTI	#N/A
DOMINO	STDNT_PRTCPN_STS	PTS	Part Time Student
DOMINO	STDNT_PRTCPN_STS	REF	Refugee prior to claiming
DOMINO	STDNT_PRTCPN_STS	RJL	Recent job loss
DOMINO	STDNT_PRTCPN_STS	SUB	Substance abuse - general
DOMINO	STDNT_PRTCPN_STS	TAA	Testing and Assessment
DOMINO	STDNT_PRTCPN_STS	TFS	TAP Full time student
DOMINO	STDNT_PRTCPN_STS	U25	Under 25% of Full Time
DOMINO	STDNT_PRTCPN_STS	U50	25% to 49%,no concession
DOMINO	STDNT_PRTCPN_STS	VER	Cannot verified cirscumstances by 3rd party
DOMINO	STDNT_PRTCPN_STS	X18	Under 18, sufficient part time load
DOMINO	STDNT_PRTCPN_STS	Y12	Has reach Year 12 or equivalent
DOMINO	STDNT_STS_CODE	3MT	Customer will turn 18 within 3 months
DOMINO	STDNT_STS_CODE	ADD	Learning difficulty - Add
DOMINO	STDNT_STS_CODE	ALC	Substance abuse - alcohol
DOMINO	STDNT_STS_CODE	APC	Access program
DOMINO	STDNT_STS_CODE	API	Apprentice - INC only
DOMINO	STDNT_STS_CODE	APL	Apprentice - Lawful Custody
DOMINO	STDNT_STS_CODE	APT	Apprentice/Trainee
DOMINO	STDNT_STS_CODE	C25	25% Concessional Student
DOMINO	STDNT_STS_CODE	C50	50% to 74%, concessional
DOMINO	STDNT_STS_CODE	C66	66% Concessional Student
DOMINO	STDNT_STS_CODE	CAM	#N/A
DOMINO	STDNT_STS_CODE	CAR	Caring responsibilities
DOMINO	STDNT_STS_CODE	CON	Contractor not approved
DOMINO	STDNT_STS_CODE	DRG	Substance abuse - drugs
DOMINO	STDNT_STS_CODE	EXP	pre and post-natal
DOMINO	STDNT_STS_CODE	FTI	Full-time student: non-Living Allow pymts only
DOMINO	STDNT_STS_CODE	FTS	Full Time Student
DOMINO	STDNT_STS_CODE	HOM	Homelessness
DOMINO	STDNT_STS_CODE	ICP	2nd Course - Incidentals
DOMINO	STDNT_STS_CODE	INP	Incapacity
DOMINO	STDNT_STS_CODE	INS	Intention to Study Secondary
DOMINO	STDNT_STS_CODE	INT	Intention to Study Tertiary
DOMINO	STDNT_STS_CODE	JUV	Community service/juvenille justice order
DOMINO	STDNT_STS_CODE	LAW	Lawful Custody Allowance
DOMINO	STDNT_STS_CODE	LRD	Learning difficulty - General
DOMINO	STDNT_STS_CODE	MDH	Major disruption of the home
DOMINO	STDNT_STS_CODE	MPC	Major personal crisis
DOMINO	STDNT_STS_CODE	NPL	Inability to secure education place
DOMINO	STDNT_STS_CODE	O50	50% to 74%,no concession
DOMINO	STDNT_STS_CODE	OTH	Other
DOMINO	STDNT_STS_CODE	P97	Left school prior to 1/7/1997
DOMINO	STDNT_STS_CODE	PAR	Parental responsibilities
DOMINO	STDNT_STS_CODE	PTI	#N/A
DOMINO	STDNT_STS_CODE	PTS	Part Time Student
DOMINO	STDNT_STS_CODE	REF	Refugee prior to claiming
DOMINO	STDNT_STS_CODE	RJL	Recent job loss
DOMINO	STDNT_STS_CODE	SUB	Substance abuse - general
DOMINO	STDNT_STS_CODE	TAA	Testing and Assessment
DOMINO	STDNT_STS_CODE	TFS	TAP Full time student
DOMINO	STDNT_STS_CODE	U25	Under 25% of Full Time
DOMINO	STDNT_STS_CODE	U50	25% to 49%,no concession
DOMINO	STDNT_STS_CODE	VER	Cannot verified cirscumstances by 3rd party
DOMINO	STDNT_STS_CODE	X18	Under 18, sufficient part time load
DOMINO	STDNT_STS_CODE	Y12	Has reach Year 12 or equivalent
DOMINO	SUP_BEN_STATUS	CUR	Current
DOMINO	SUP_BEN_STATUS	N	Default (supplementary)
DOMINO	SUP_BEN_STATUS	SUS	Suspicious
DOMINO	SUP_TYPE_CODE	CDA	Carer Allowance
DOMINO	SUP_TYPE_CODE	DAP	Dad and Partner Pay
DOMINO	SUP_TYPE_CODE	DOP	Double Orphan Pension
DOMINO	SUP_TYPE_CODE	EIC	Assistance for Isolated Children
DOMINO	SUP_TYPE_CODE	EPA	Pensioner Education Supp. - Abstudy
DOMINO	SUP_TYPE_CODE	NA	Not Applicable (supplementary)
DOMINO	SUP_TYPE_CODE	PPL	Parental Leave Pay
DOMINO	SUP_TYPE_CODE	YTA	Youth Training Allowance
DOMINO	TASK_CODE	ABY	ABY Assess Action
DOMINO	TASK_CODE	AIC	Isolated Children
DOMINO	TASK_CODE	CMP	Compensation Income
DOMINO	TASK_CODE	EAN	Earnings
DOMINO	TASK_CODE	FIN	Foreign Inc Pension
DOMINO	TASK_CODE	OGP	Other Gov. Payment
DOMINO	TASK_CODE	OIN	Other Income
DOMINO	TASK_CODE	PES	Pensioner Education Supplement
DOMINO	TASK_CODE	SUP	Superannuation
DOMINO	ZERO_PAY_RSN	API	Awaiting Participation Interview
DOMINO	ZERO_PAY_RSN	ARC	Awaiting RapidConnect Compliance
DOMINO	ZERO_PAY_RSN	ASS	Assets over limit
DOMINO	ZERO_PAY_RSN	ATT	Asset Test Taper
DOMINO	ZERO_PAY_RSN	BCH	Non Payment Penalty
DOMINO	ZERO_PAY_RSN	C6F	Comb 70 hrs wrk/earns precluded for 6 f/n
DOMINO	ZERO_PAY_RSN	CDP	In Receipt of CDEP
DOMINO	ZERO_PAY_RSN	CMP	Precluded due to periodic compo
DOMINO	ZERO_PAY_RSN	DDN	Direct deduction income too high
DOMINO	ZERO_PAY_RSN	DVA	DFISA ZERO RATE
DOMINO	ZERO_PAY_RSN	E6F	Earnings precl for 6 consec f/n
DOMINO	ZERO_PAY_RSN	E6P	Partner earnings precl for 6 f/n
DOMINO	ZERO_PAY_RSN	EAN	Earnings preclude payment
DOMINO	ZERO_PAY_RSN	EIS	NEIS/AEI direct dedn applied
DOMINO	ZERO_PAY_RSN	ETT	ETT Zero Rate Absence Period
DOMINO	ZERO_PAY_RSN	FGR	Foreign Currency Revaluation
DOMINO	ZERO_PAY_RSN	FLX	Flexible PPL
DOMINO	ZERO_PAY_RSN	FPD	Foreign Pen Direct Dedn Applied
DOMINO	ZERO_PAY_RSN	H6F	Employed 70 hours for 6 consecutive f/n
DOMINO	ZERO_PAY_RSN	IEU	Income Exceed Upper Limit
DOMINO	ZERO_PAY_RSN	IMN	Income Maintenance Period PEN
DOMINO	ZERO_PAY_RSN	IMP	Income Maintenance Period
DOMINO	ZERO_PAY_RSN	INC	Excess income
DOMINO	ZERO_PAY_RSN	INE	Partner excess income
DOMINO	ZERO_PAY_RSN	INR	Income Nil Rate
DOMINO	ZERO_PAY_RSN	IOP	Income for One Period
DOMINO	ZERO_PAY_RSN	IPO	Instalment Payments Prohibited (OVR)
DOMINO	ZERO_PAY_RSN	IPP	Instalment Payments Prohibited
DOMINO	ZERO_PAY_RSN	IPQ	Instalment Prohibited (RCC)
DOMINO	ZERO_PAY_RSN	IPS	Instalment Prohibited (OVR RCC)
DOMINO	ZERO_PAY_RSN	ITH	Income Too High
DOMINO	ZERO_PAY_RSN	LAH	LAFHA Entitlement Exclusion
DOMINO	ZERO_PAY_RSN	MCA	Mandatory Adjustment
DOMINO	ZERO_PAY_RSN	MCO	Nil Pay More Choice Option
DOMINO	ZERO_PAY_RSN	NZP	NZ Direct Deduction
DOMINO	ZERO_PAY_RSN	OFF	OFF
DOMINO	ZERO_PAY_RSN	PLA	Customer gets Parental Leave Pay
DOMINO	ZERO_PAY_RSN	PLB	Partner gets Parental Leave Pay
DOMINO	ZERO_PAY_RSN	PLC	Elected on Parental Leave Pay Claim
DOMINO	ZERO_PAY_RSN	PLD	Elected on Parental Leave Pay Claim
DOMINO	ZERO_PAY_RSN	PLS	Pension Loans Scheme
DOMINO	ZERO_PAY_RSN	PPR	Proportional on zero months
DOMINO	ZERO_PAY_RSN	PRP	Participation Reconnection Pnd
DOMINO	ZERO_PAY_RSN	RCC	Regular Care Children
DOMINO	ZERO_PAY_RSN	STB	Align PES break to study load
DOMINO	ZERO_PAY_RSN	STN	Align PES and EdEP to study load
DOMINO	ZERO_PAY_RSN	TCF	Targeted Compliance Framework
DOMINO	ZERO_PAY_RSN	ZRQ	Zero rate qualifying benefit
MBS	BILLTYPECD	D	Direct billed (bulk billed)
MBS	BILLTYPECD	P	Patient billed
MBS	BTOS	0101	Non referred attendances - General Practitioner/Vocationally Registered General Practitioner (VRGP)
MBS	BTOS	0102	Non referred attendances - enhanced primary care
MBS	BTOS	0103	Non referred attendances - other
MBS	BTOS	0110	Non referred attendances - practice nurse items
MBS	BTOS	0150	Other allied health
MBS	BTOS	0200	Specialist attendances
MBS	BTOS	0300	Obstetrics
MBS	BTOS	0400	Anaesthetics
MBS	BTOS	0501	Pathology collection items - Pathology Patient Episode Initiation (PEI)
MBS	BTOS	0502	Pathology tests
MBS	BTOS	0600	Diagnostic imaging
MBS	BTOS	0700	Operations
MBS	BTOS	0800	Assistance at operations
MBS	BTOS	0900	Optometry
MBS	BTOS	1000	Radiotherapy and therapeutic nuclear medicine
MBS	BTOS	1100	Other MBS services
MBS	BTOS	1200	Dental benefits schedule (Non-MBS)
MBS	BTOS	1201	Child dental benefits schedule (Non-MBS)
MBS	INHOSPITAL	N	No
MBS	INHOSPITAL	Y	Yes
MBS	MBSCAT	1	Professional attendances
MBS	MBSCAT	10	Dental benefits schedule
MBS	MBSCAT	2	Diagnostic procedures and investigations
MBS	MBSCAT	3	Therapeutic procedures
MBS	MBSCAT	4	Oral and maxillofacial services
MBS	MBSCAT	5	Diagnostic imaging services
MBS	MBSCAT	6	Pathology services
MBS	MBSCAT	7	Cleft lip and cleft palate services
MBS	MBSCAT	8	Miscellaneous services
MBS	MBSCAT	9	Dental services
NACDC	SERVICE_TYPE_CODE	Allied health and therapy services	Allied health and therapy services
NACDC	SERVICE_TYPE_CODE	Assistance with care and housing	Assistance with care and housing
NACDC	SERVICE_TYPE_CODE	Centre-based respite	Centre-based respite
NACDC	SERVICE_TYPE_CODE	Cottage respite	Cottage respite
NACDC	SERVICE_TYPE_CODE	Domestic assistance	Domestic assistance
NACDC	SERVICE_TYPE_CODE	Flexible respite	Flexible respite
NACDC	SERVICE_TYPE_CODE	Goods, equipment and assistive technology	Goods, equipment and assistive technology
NACDC	SERVICE_TYPE_CODE	Home maintenance	Home maintenance
NACDC	SERVICE_TYPE_CODE	Home modifications	Home modifications
NACDC	SERVICE_TYPE_CODE	Meals	Meals
NACDC	SERVICE_TYPE_CODE	Nursing	Nursing
NACDC	SERVICE_TYPE_CODE	Other food services	Other food services
NACDC	SERVICE_TYPE_CODE	Personal care	Personal care
NACDC	SERVICE_TYPE_CODE	Social support - group	Social support - group
NACDC	SERVICE_TYPE_CODE	Social support - individual	Social support - individual
NACDC	SERVICE_TYPE_CODE	Specialised support services	Specialised support services
NACDC	SERVICE_TYPE_CODE	Transport	Transport
NDIS	ABNPRMRYPRVDRIND	0	no
NDIS	ABNPRMRYPRVDRIND	1	yes
NDIS	ACSRQSTDCSNADJ	Access met	Access met
NDIS	ACSRQSTDCSNADJ	Access not met	Access not met
NDIS	ACSRQSTDCSNADJ	In progress	In progress
NDIS	ACSRQSTDCSNADJ	Withdrawn	Withdrawn
NDIS	ACSRQSTDCSNRSN	Application withdrawn	Application withdrawn
NDIS	ACSRQSTDCSNRSN	Does not meet disability requirements	Does not meet disability requirements
NDIS	ACSRQSTDCSNRSN	Does not meet residence requirements	Does not meet residence requirements
NDIS	ACSRQSTDCSNRSN	Insufficient evidence	Insufficient evidence
NDIS	ACSRQSTDCSNRSN	Meets access criteria	Meets access criteria
NDIS	ACTVPRTCPNTIND	N	no
NDIS	ACTVPRTCPNTIND	Y	yes
NDIS	ANSDTLDESC	Choice and control over my life	Choice and control over my life
NDIS	ANSDTLDESC	Daily life	Daily life
NDIS	ANSDTLDESC	Health and wellbeing	Health and wellbeing
NDIS	ANSDTLDESC	Learning	Learning
NDIS	ANSDTLDESC	Relationships	Relationships
NDIS	ANSDTLDESC	Social and community activities	Social and community activities
NDIS	ANSDTLDESC	Where I live	Where I live
NDIS	ANSDTLDESC	Work	Work
NDIS	APLCTNSUBSTSDESC	Access met	Access met
NDIS	APLCTNSUBSTSDESC	Access not met	Access not met
NDIS	APLCTNSUBSTSDESC	Awaiting information	Awaiting information
NDIS	APLCTNSUBSTSDESC	Withdrawn	Withdrawn
NDIS	AUSTCTZNIND	N	no
NDIS	AUSTCTZNIND	Y	yes
NDIS	BUSINESSSYSTEM	PACE	PACE
NDIS	BUSINESSSYSTEM	SAP CRM	SAP CRM
NDIS	CAPACITY_BUILDING	N	it does not
NDIS	CAPACITY_BUILDING	Y	goal relates to Capacity Building funding
NDIS	CAPITAL	N	it does not
NDIS	CAPITAL	Y	goal relates to Capital funding
NDIS	CHNLDESC	Email	Email
NDIS	CHNLDESC	In person	In person
NDIS	CHNLDESC	Letter	Letter
NDIS	CHNLDESC	my NDIS portal	my NDIS portal
NDIS	CHNLDESC	Phone	Phone
NDIS	CHNLDESC	Webchat	Webchat
NDIS	CORE	N	it does not
NDIS	CORE	Y	goal relates to Core funding
NDIS	CRNTAPRVDPLANIND	N	no
NDIS	CRNTAPRVDPLANIND	Y	yes
NDIS	CSNIND	N	no
NDIS	CSNIND	Y	yes
NDIS	CURRYPIRACIND	N	no
NDIS	CURRYPIRACIND	Y	yes
NDIS	DECIND	N	No
NDIS	DECIND	Y	Yes
NDIS	DISPLAYONPRVDRLISTIND	N	no
NDIS	DISPLAYONPRVDRLISTIND	Y	yes
NDIS	DSBLTYIND	N	no
NDIS	DSBLTYIND	Y	yes
NDIS	EARLYINTRVTNIND	N	no
NDIS	EARLYINTRVTNIND	Y	yes
NDIS	EVERACTVPRVDRINDADJ	N	no
NDIS	EVERACTVPRVDRINDADJ	Y	yes
NDIS	EVEREARLYINTRVTNIND	N	no
NDIS	EVEREARLYINTRVTNIND	Y	yes
NDIS	EVERELIGBLIND	N	no
NDIS	EVERELIGBLIND	Y	yes
NDIS	EVERINELIGBLIND	N	no
NDIS	EVERINELIGBLIND	Y	yes
NDIS	EVERSDAIND	N	no
NDIS	EVERSDAIND	Y	yes
NDIS	EVERSILIND	N	no
NDIS	EVERSILIND	Y	yes
NDIS	EVERYPIRACIND	N	no
NDIS	EVERYPIRACIND	Y	yes
NDIS	EXITRSNDESC	Deceased	Deceased
NDIS	EXITRSNDESC	Moved overseas	Moved overseas
NDIS	EXITRSNDESC	No longer meets disability requirements	No longer meets disability requirements
NDIS	EXITRSNDESC	No longer meets residence requirements	No longer meets residence requirements
NDIS	EXITRSNDESC	Participant requested exit	Participant requested exit
NDIS	FORM	Family/carer of participant 0 to 14	Family/carer of participant 0 to 14
NDIS	FORM	Family/carer of participant 15 and over	Family/carer of participant 15 and over
NDIS	FORM	Participant 0 to before school	Participant 0 to before school
NDIS	FORM	Participant 15 to 24	Participant 15 to 24
NDIS	FORM	Participant 25 and over	Participant 25 and over
NDIS	FORM	Participant starting school to 14	Participant starting school to 14
NDIS	GOAL_CAT	Choice and control over my life	Choice and control over my life
NDIS	GOAL_CAT	Daily life	Daily life
NDIS	GOAL_CAT	Health and wellbeing	Health and wellbeing
NDIS	GOAL_CAT	Learning	Learning
NDIS	GOAL_CAT	Relationships	Relationships
NDIS	GOAL_CAT	Social and community activities	Social and community activities
NDIS	GOAL_CAT	Where I live	Where I live
NDIS	GOAL_CAT	Work	Work
NDIS	GOAL_PERIOD	Long term	Long term
NDIS	GOAL_PERIOD	Medium term	Medium term
NDIS	GOAL_PERIOD	Short term	Short term
NDIS	GOALSTSDESC	Active	Active
NDIS	GOALSTSDESC	Inactive	Inactive
NDIS	GOALTOLEAVEIND	N	No
NDIS	GOALTOLEAVEIND	Y	Yes
NDIS	JRSDCTNBEINGINVCDCD	ACT	ACT
NDIS	JRSDCTNBEINGINVCDCD	MIS	state not recorded
NDIS	JRSDCTNBEINGINVCDCD	NSW	NSW
NDIS	JRSDCTNBEINGINVCDCD	NT	NT
NDIS	JRSDCTNBEINGINVCDCD	OT	Other Territories (incl. Norfolk Island)
NDIS	JRSDCTNBEINGINVCDCD	QLD	QLD
NDIS	JRSDCTNBEINGINVCDCD	SA	SA
NDIS	JRSDCTNBEINGINVCDCD	TAS	TAS
NDIS	JRSDCTNBEINGINVCDCD	VIC	VIC
NDIS	JRSDCTNBEINGINVCDCD	WA	WA
NDIS	LEGALENTYTYPNM	Australian Private Company	Australian Private Company
NDIS	LEGALENTYTYPNM	Australian Public Company	Australian Public Company
NDIS	LEGALENTYTYPNM	Discretionary Trust	Discretionary Trust
NDIS	LEGALENTYTYPNM	Incorporated Association	Incorporated Association
NDIS	LEGALENTYTYPNM	Individual/Sole Trader	Individual/Sole Trader
NDIS	LEGALENTYTYPNM	Local Government Entity	Local Government Entity
NDIS	LEGALENTYTYPNM	Other Incorporated Entity	Other Incorporated Entity
NDIS	LEGALENTYTYPNM	Partnership	Partnership
NDIS	LTSTPLANSILIND	N	no
NDIS	LTSTPLANSILIND	Y	yes
NDIS	MGTTYPDESC	agency	standard service booking
NDIS	MGTTYPDESC	plan	plan managed agreement
NDIS	MGTTYPDESC	self	self managed agreement
NDIS	NDIAAGEBND	0 to 6	0 to 6
NDIS	NDIAAGEBND	15 to 18	15 to 18
NDIS	NDIAAGEBND	19 to 24	19 to 24
NDIS	NDIAAGEBND	25 to 34	25 to 34
NDIS	NDIAAGEBND	35 to 44	35 to 44
NDIS	NDIAAGEBND	45 to 54	45 to 54
NDIS	NDIAAGEBND	55 to 64	55 to 64
NDIS	NDIAAGEBND	65+	65+
NDIS	NDIAAGEBND	7 to 14	7 to 14
NDIS	NDISDSBLTYGRPNM	ABI	ABI
NDIS	NDISDSBLTYGRPNM	Autism	Autism
NDIS	NDISDSBLTYGRPNM	Cerebral Palsy	Cerebral Palsy
NDIS	NDISDSBLTYGRPNM	Developmental delay	Developmental delay
NDIS	NDISDSBLTYGRPNM	Down Syndrome	Down Syndrome
NDIS	NDISDSBLTYGRPNM	Global developmental delay	Global developmental delay
NDIS	NDISDSBLTYGRPNM	Hearing Impairment	Hearing Impairment
NDIS	NDISDSBLTYGRPNM	Intellectual Disability	Intellectual Disability
NDIS	NDISDSBLTYGRPNM	Multiple Sclerosis	Multiple Sclerosis
NDIS	NDISDSBLTYGRPNM	Other	Other
NDIS	NDISDSBLTYGRPNM	Other Neurological	Other Neurological
NDIS	NDISDSBLTYGRPNM	Other Physical	Other Physical
NDIS	NDISDSBLTYGRPNM	Other Sensory/Speech	Other Sensory/Speech
NDIS	NDISDSBLTYGRPNM	Psychosocial disability	Psychosocial disability
NDIS	NDISDSBLTYGRPNM	Spinal Cord Injury	Spinal Cord Injury
NDIS	NDISDSBLTYGRPNM	Stroke	Stroke
NDIS	NDISDSBLTYGRPNM	Visual Impairment	Visual Impairment
NDIS	NDISMMMSCD	1	MM1 Major Cities
NDIS	NDISMMMSCD	2	MM2 Population > 50,000
NDIS	NDISMMMSCD	3	MM3 Population between 15,000 and 50,000
NDIS	NDISMMMSCD	4	MM4 Population between 5,000 and 15,000
NDIS	NDISMMMSCD	5	MM5 Population less than 5,000
NDIS	NDISMMMSCD	6	MM6 Remote
NDIS	NDISMMMSCD	7	MM7 Very Remote
NDIS	NOTFORPROFITIND	N	no
NDIS	NOTFORPROFITIND	Y	yes
NDIS	NXTSTPSDESC	Begin agreed supports	Begin agreed supports
NDIS	NXTSTPSDESC	Continue agreed supports	Continue agreed supports
NDIS	NXTSTPSDESC	Identify supports and actions	Identify supports and actions
NDIS	NXTSTPSDESC	Review progress with support coordinator	Review progress with support coordinator
NDIS	OTCMDESC	Approved	Approved
NDIS	OTCMDESC	Completed	Completed
NDIS	OTCMDESC	Pending	Pending
NDIS	OTCMDESC	Rejected	Rejected
NDIS	OTCMDESC	Withdrawn	Withdrawn
NDIS	OTCMRSNDESC	Changed support needs	Changed support needs
NDIS	OTCMRSNDESC	Decision pending	Decision pending
NDIS	OTCMRSNDESC	Insufficient evidence	Insufficient evidence
NDIS	OTCMRSNDESC	Participant withdrew request	Participant withdrew request
NDIS	P15PLUSCORPPLANIND_DYCWSY_ADJ	N	row not included
NDIS	P15PLUSCORPPLANIND_DYCWSY_ADJ	Y	row included in the metric
NDIS	P15PLUSCORPPLANIND_PJ_ADJ	N	row not included
NDIS	P15PLUSCORPPLANIND_PJ_ADJ	Y	row included in the metric
NDIS	P15PLUSCORPPLANIND_SCP_ADJ	N	row not included
NDIS	P15PLUSCORPPLANIND_SCP_ADJ	Y	row included in the metric
NDIS	PLAN_TYPE	Initial plan	Initial plan
NDIS	PLAN_TYPE	Result of a scheduled review	Result of a scheduled review
NDIS	PLAN_TYPE	Result of an unscheduled review	Result of an unscheduled review
NDIS	PLANINCLDSDAIND	N	no
NDIS	PLANINCLDSDAIND	Y	yes
NDIS	POSTRACHSGSUPP	N	No
NDIS	POSTRACHSGSUPP	Y	Yes
NDIS	PRSNCNTCTRLTNSHPTYP	Carer	Carer
NDIS	PRSNCNTCTRLTNSHPTYP	Friend	Friend
NDIS	PRSNCNTCTRLTNSHPTYP	Guardian	Guardian
NDIS	PRSNCNTCTRLTNSHPTYP	Nominee	Nominee
NDIS	PRSNCNTCTRLTNSHPTYP	Other family member	Other family member
NDIS	PRSNCNTCTRLTNSHPTYP	Parent	Parent
NDIS	PRSNCNTCTRLTNSHPTYP	Sibling	Sibling
NDIS	PRSNCNTCTRLTNSHPTYP	Spouse/partner	Spouse/partner
NDIS	PRTCPNTIND	0	no
NDIS	PRTCPNTIND	1	yes
NDIS	PRTCPNTPTHWYSTGNM	Access	Access
NDIS	PRTCPNTPTHWYSTGNM	Exit	Exit
NDIS	PRTCPNTPTHWYSTGNM	Plan implementation	Plan implementation
NDIS	PRTCPNTPTHWYSTGNM	Plan review	Plan review
NDIS	PRTCPNTPTHWYSTGNM	Planning	Planning
NDIS	PRTCPNTPTHWYSTPNM	Access decision - met	Access decision - met
NDIS	PRTCPNTPTHWYSTPNM	Access decision - not met	Access decision - not met
NDIS	PRTCPNTPTHWYSTPNM	Access request received	Access request received
NDIS	PRTCPNTPTHWYSTPNM	Access request withdrawn	Access request withdrawn
NDIS	PRTCPNTPTHWYSTPNM	Approved plan in effect	Approved plan in effect
NDIS	PRTCPNTPTHWYSTPNM	Participant exited	Participant exited
NDIS	PRVDRSTS	Active	Active
NDIS	PRVDRSTS	Inactive	Inactive
NDIS	PYMTSTS	Paid	Paid
NDIS	PYMTSTS	Pending	Pending
NDIS	PYMTSTS	Rejected	Rejected
NDIS	RACD2011	10	Major Cities of Australia (NSW)
NDIS	RACD2011	11	Inner Regional Australia (NSW)
NDIS	RACD2011	12	Outer Regional Australia (NSW)
NDIS	RACD2011	13	Remote Australia (NSW)
NDIS	RACD2011	14	Very Remote Australia (NSW)
NDIS	RACD2011	20	20
NDIS	RACD2011	21	21
NDIS	RACD2011	22	22
NDIS	RACD2011	23	23
NDIS	RACD2011	30	30
NDIS	RACD2011	31	31
NDIS	RACD2011	32	32
NDIS	RACD2011	33	33
NDIS	RACD2011	34	34
NDIS	RACD2011	40	40
NDIS	RACD2011	41	41
NDIS	RACD2011	42	42
NDIS	RACD2011	43	43
NDIS	RACD2011	44	44
NDIS	RACD2011	50	50
NDIS	RACD2011	51	51
NDIS	RACD2011	52	52
NDIS	RACD2011	53	53
NDIS	RACD2011	54	54
NDIS	RACD2011	61	61
NDIS	RACD2011	62	62
NDIS	RACD2011	63	63
NDIS	RACD2011	64	64
NDIS	RACD2011	72	72
NDIS	RACD2011	73	73
NDIS	RACD2011	74	74
NDIS	RACD2011	80	80
NDIS	RACD2011	81	81
NDIS	RACD2011	91	91
NDIS	RACD2011	94	94
NDIS	RACIND	N	no
NDIS	RACIND	Y	yes
NDIS	REMOTENESS_DESCRIPTION_MMM	City	City
NDIS	REMOTENESS_DESCRIPTION_MMM	Remote	Remote
NDIS	REMOTENESS_DESCRIPTION_MMM	Rural	Rural
NDIS	REMOTENESS_DESCRIPTION_MMM	Very remote	Very remote
NDIS	RGSTRTNGRPNM	0101	Accommodation / Tenancy Assistance
NDIS	RGSTRTNGRPNM	0102	Assistance to Access and Maintain Employment or Higher Education
NDIS	RGSTRTNGRPNM	0103	Assistive Products for Personal Care and Safety
NDIS	RGSTRTNGRPNM	0104	High Intensity Daily Personal Activities
NDIS	RGSTRTNGRPNM	0105	Personal Mobility Equipment
NDIS	RGSTRTNGRPNM	0106	Assistance in Coordinating or Managing Life Stages, Transitions And Supports
NDIS	RGSTRTNGRPNM	0107	Daily Personal Activities
NDIS	RGSTRTNGRPNM	0108	Assistance with Travel/Transport Arrangements
NDIS	RGSTRTNGRPNM	0109	Vehicle Modifications
NDIS	RGSTRTNGRPNM	0110	Specialist Positive Behaviour Support
NDIS	RGSTRTNGRPNM	0111	Home Modifications
NDIS	RGSTRTNGRPNM	0112	Assistive Equipment for Recreation
NDIS	RGSTRTNGRPNM	0113	Vision Equipment
NDIS	RGSTRTNGRPNM	0114	Community Nursing Care
NDIS	RGSTRTNGRPNM	0115	Assistance with Daily Life Tasks in a Group or Shared Living Arrangement
NDIS	RGSTRTNGRPNM	0116	Innovative Community Participation
NDIS	RGSTRTNGRPNM	0117	Development of Daily Living and Life Skills
NDIS	RGSTRTNGRPNM	0118	Early Intervention Supports for Early Childhood
NDIS	RGSTRTNGRPNM	0119	Specialised Hearing Services
NDIS	RGSTRTNGRPNM	0120	Household Tasks
NDIS	RGSTRTNGRPNM	0121	Interpreting and Translation
NDIS	RGSTRTNGRPNM	0122	Hearing Equipment
NDIS	RGSTRTNGRPNM	0123	Assistive Products for Household Tasks
NDIS	RGSTRTNGRPNM	0124	Communication and Information Equipment
NDIS	RGSTRTNGRPNM	0125	Participation in Community, Social and Civic Activities
NDIS	RGSTRTNGRPNM	0126	Exercise Physiology and Personal Training
NDIS	RGSTRTNGRPNM	0127	Management of Funding for Supports in Participants' Plans
